"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Assistive hearing loop","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Assistive hearing loop","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Bar onsite","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/1/Gender-neutral restroom","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Amenities/2/Restroom","additionalInfo/Amenities/2/Wi-Fi","additionalInfo/Amenities/3/Free Wi-Fi","additionalInfo/Amenities/3/Wi-Fi","additionalInfo/Amenities/4/Free Wi-Fi","additionalInfo/Amenities/4/Paid Wi-Fi","additionalInfo/Atmosphere/0/Casual","additionalInfo/Atmosphere/0/Cozy","additionalInfo/Atmosphere/1/Cozy","additionalInfo/Children/0/Good for kids","additionalInfo/Children/1/Good for kids birthday","additionalInfo/Children/1/Has changing table(s)","additionalInfo/Children/1/High chairs","additionalInfo/Children/1/Kids' menu","additionalInfo/Children/2/High chairs","additionalInfo/Children/2/Kids' menu","additionalInfo/Children/3/Kids' menu","additionalInfo/Crowd/0/Family-friendly","additionalInfo/Crowd/0/Groups","additionalInfo/Crowd/1/Groups","additionalInfo/Dining options/0/Breakfast","additionalInfo/Dining options/0/Brunch","additionalInfo/Dining options/0/Lunch","additionalInfo/Dining options/1/Brunch","additionalInfo/Dining options/1/Dinner","additionalInfo/Dining options/1/Lunch","additionalInfo/Dining options/2/Catering","additionalInfo/Dining options/2/Dessert","additionalInfo/Dining options/2/Dinner","additionalInfo/Dining options/2/Lunch","additionalInfo/Dining options/2/Seating","additionalInfo/Dining options/3/Catering","additionalInfo/Dining options/3/Counter service","additionalInfo/Dining options/3/Dinner","additionalInfo/Dining options/4/Catering","additionalInfo/Dining options/4/Dessert","additionalInfo/Dining options/5/Counter service","additionalInfo/Dining options/5/Dessert","additionalInfo/Dining options/5/Seating","additionalInfo/Dining options/6/Dessert","additionalInfo/Dining options/6/Seating","additionalInfo/Dining options/7/Seating","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Highlights/0/Fireplace","additionalInfo/Highlights/0/Great cocktails","additionalInfo/Highlights/0/Live music","additionalInfo/Highlights/0/Sports","additionalInfo/Highlights/1/Great cocktails","additionalInfo/Highlights/1/Live music","additionalInfo/Highlights/1/Rooftop seating","additionalInfo/Highlights/1/Sports","additionalInfo/Highlights/2/Live music","additionalInfo/Highlights/2/Rooftop seating","additionalInfo/Highlights/2/Sports","additionalInfo/Highlights/3/Rooftop seating","additionalInfo/Highlights/3/Sports","additionalInfo/Offerings/0/Alcohol","additionalInfo/Offerings/0/All you can eat","additionalInfo/Offerings/0/Beer","additionalInfo/Offerings/0/Cocktails","additionalInfo/Offerings/0/Coffee","additionalInfo/Offerings/0/Halal food","additionalInfo/Offerings/1/All you can eat","additionalInfo/Offerings/1/Beer","additionalInfo/Offerings/1/Braille menu","additionalInfo/Offerings/1/Cocktails","additionalInfo/Offerings/1/Coffee","additionalInfo/Offerings/1/Halal food","additionalInfo/Offerings/1/Late-night food","additionalInfo/Offerings/1/Small plates","additionalInfo/Offerings/2/Beer","additionalInfo/Offerings/2/Cocktails","additionalInfo/Offerings/2/Coffee","additionalInfo/Offerings/2/Halal food","additionalInfo/Offerings/2/Late-night food","additionalInfo/Offerings/2/Small plates","additionalInfo/Offerings/3/Braille menu","additionalInfo/Offerings/3/Coffee","additionalInfo/Offerings/3/Halal food","additionalInfo/Offerings/3/Happy hour drinks","additionalInfo/Offerings/3/Late-night food","additionalInfo/Offerings/3/Small plates","additionalInfo/Offerings/3/Vegan options","additionalInfo/Offerings/4/Cocktails","additionalInfo/Offerings/4/Halal food","additionalInfo/Offerings/4/Happy hour drinks","additionalInfo/Offerings/4/Happy hour food","additionalInfo/Offerings/4/Late-night food","additionalInfo/Offerings/4/Organic dishes","additionalInfo/Offerings/4/Small plates","additionalInfo/Offerings/4/Vegetarian options","additionalInfo/Offerings/4/Wine","additionalInfo/Offerings/5/Coffee","additionalInfo/Offerings/5/Happy hour drinks","additionalInfo/Offerings/5/Happy hour food","additionalInfo/Offerings/5/Late-night food","additionalInfo/Offerings/5/Organic dishes","additionalInfo/Offerings/5/Salad bar","additionalInfo/Offerings/5/Small plates","additionalInfo/Offerings/5/Vegan options","additionalInfo/Offerings/5/Wine","additionalInfo/Offerings/6/Food","additionalInfo/Offerings/6/Happy hour food","additionalInfo/Offerings/6/Late-night food","additionalInfo/Offerings/6/Organic dishes","additionalInfo/Offerings/6/Small plates","additionalInfo/Offerings/6/Vegan options","additionalInfo/Offerings/6/Vegetarian options","additionalInfo/Offerings/6/Wine","additionalInfo/Offerings/7/Food at bar","additionalInfo/Offerings/7/Organic dishes","additionalInfo/Offerings/7/Salad bar","additionalInfo/Offerings/7/Small plates","additionalInfo/Offerings/7/Vegan options","additionalInfo/Offerings/7/Vegetarian options","additionalInfo/Offerings/7/Wine","additionalInfo/Offerings/8/Halal food","additionalInfo/Offerings/8/Salad bar","additionalInfo/Offerings/8/Small plates","additionalInfo/Offerings/8/Vegan options","additionalInfo/Offerings/8/Vegetarian options","additionalInfo/Offerings/8/Wine","additionalInfo/Offerings/9/Happy hour drinks","additionalInfo/Offerings/9/Small plates","additionalInfo/Offerings/9/Vegan options","additionalInfo/Offerings/9/Vegetarian options","additionalInfo/Offerings/10/Happy hour food","additionalInfo/Offerings/10/Vegetarian options","additionalInfo/Offerings/10/Wine","additionalInfo/Offerings/11/Late-night food","additionalInfo/Offerings/11/Wine","additionalInfo/Offerings/12/Salad bar","additionalInfo/Offerings/13/Small plates","additionalInfo/Offerings/14/Vegan options","additionalInfo/Offerings/15/Vegetarian options","additionalInfo/Offerings/16/Wine","additionalInfo/Parking/0","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/1","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/2","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/3","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/4/Valet parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Pets/0/Dogs allowed","additionalInfo/Pets/0/Dogs allowed outside","additionalInfo/Pets/1/Dogs allowed inside","additionalInfo/Pets/1/Dogs allowed outside","additionalInfo/Pets/2/Dogs allowed outside","additionalInfo/Planning/0/Accepts reservations","additionalInfo/Planning/0/Reservations required","additionalInfo/Planning/1/Accepts reservations","additionalInfo/Service options/0/Curbside pickup","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Outdoor seating","additionalInfo/Service options/0/Takeout","additionalInfo/Service options/1/Curbside pickup","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/Dine-in","additionalInfo/Service options/1/No-contact delivery","additionalInfo/Service options/1/Takeout","additionalInfo/Service options/2/Delivery","additionalInfo/Service options/2/Dine-in","additionalInfo/Service options/2/Drive-through","additionalInfo/Service options/2/No-contact delivery","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Takeout","additionalInfo/Service options/3/Delivery","additionalInfo/Service options/3/Dine-in","additionalInfo/Service options/3/Drive-through","additionalInfo/Service options/3/Takeout","additionalInfo/Service options/4/Delivery","additionalInfo/Service options/4/Dine-in","additionalInfo/Service options/4/Drive-through","additionalInfo/Service options/4/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalInfo/Service options/4/Takeout","additionalInfo/Service options/5/Dine-in","additionalInfo/Service options/5/Onsite services","additionalInfo/Service options/5/Takeout","additionalInfo/Service options/6/Dine-in","additionalInfo/Service options/6/Takeout","additionalInfo/Service options/7/Dine-in","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","checkInDate","checkOutDate","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","hotelStars","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,"true",,,,,,,,,,"true",,,"true",,,,"true","true",,,,"true",,"true","true",,,,,,,,,"true",,"true",,,"true",,,,,,"true",,,,"true","true",,,"true",,,"true",,,,"true",,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,"true",,,"true",,,,,,,,"true",,,,,"true",,"true",,,,,,,,,,,"Al-Sahaby Street, Luxor City, Luxor, Luxor Governorate 85951, Egypt","Restaurant",,,,,,,"Restaurant",,,"10879916177737007242","Luxor","false","EG","0x144915cdeec8bf5d:0x96fd3a1e900a408a",,,"https://lh5.googleusercontent.com/p/AF1QipOnXpoH0VWjaRDm9ixevbHadeRBEFTa6c-hTfgC=w408-h306-k-no","2588","false","/g/1tdfqf9j","25.7016124","32.6421777","Luxor City","Monday","7 AM to 11:30 PM","Tuesday","7 AM to 11:30 PM","Wednesday","7 AM to 11:30 PM","Thursday","7 AM to 11:30 PM","Friday","7 AM to 11:30 PM","Saturday","7 AM to 11:30 PM","Sunday","7 AM to 11:30 PM","false","+20 95 2256086","+20952256086","ChIJXb_I7s0VSRQRikAKkB46_ZY","85951","$$","1","2530","2025-02-21T07:11:59.512Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.65577218313057,16z?hl=en","restaurants in luxor egypt","Luxor Governorate","Al-Sahaby Street","حارة الصحابى","false","Al Sahaby Lane Restaurant","4.6","https://www.google.com/maps/search/?api=1&query=Al%20Sahaby%20Lane%20Restaurant&query_place_id=ChIJXb_I7s0VSRQRikAKkB46_ZY","https://www.nefertitihotel.com/"
,,"true",,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,"true","true",,"true",,,,,,,"true",,,"true",,,,"true",,,"true",,,"true",,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,"true",,,,,,,,"true",,,"true",,,,,,"true",,,,,"true",,,"true","true","Abd El-Hameed Taha, Luxor City, Luxor, Luxor Governorate 1362520, Egypt","Meat dish restaurant",,,,,,,"Meat dish restaurant",,,"15042261669437063849","Luxor","false","EG","0x144915cf3986e96d:0xd0c0d94a814542a9",,,"https://lh5.googleusercontent.com/p/AF1QipOtqOBocB_NufTHJPxSGuRJDycgW1h-e0Yo4i7J=w408-h306-k-no","794","false","/g/11llrvs_fd","25.7026834","32.6441427","Luxor City",,,,,,,,,,,,,,,"false","+20 10 19000081","+201019000081","ChIJbemGOc8VSRQRqUJFgUrZwNA",,"$$","2","2467","2025-02-21T07:11:59.516Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.65577218313057,16z?hl=en","restaurants in luxor egypt","Luxor Governorate","Abd El-Hameed Taha","مطعم أم هاشم الفرع الاصلي","false","Oum Hashem Main Restaurant","3.8","https://www.google.com/maps/search/?api=1&query=Oum%20Hashem%20Main%20Restaurant&query_place_id=ChIJbemGOc8VSRQRqUJFgUrZwNA","https://de.restaurantguru.com/Oum-Hashim-Restaurant-Luxor"
,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,"true","true",,,,,,,,,"true",,"true",,,"true",,,,,,"true",,,,"true","true",,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"Luxor City, Luxor, Luxor Governorate 1362502, Egypt","Meat dish restaurant","Restaurant",,,,,,"Meat dish restaurant",,,"1317169590938056201","Luxor","false","EG","0x144915c5e9e50a17:0x124786c3a8cf3609",,,"https://lh5.googleusercontent.com/p/AF1QipMIidxmBz2OHnW0DZcyScZDGpssU3APQOrr7ic=w408-h544-k-no","552","false","/g/11fy_4g_j5","25.7049114","32.6437596","Luxor City","Monday","10 AM to 10 PM","Tuesday","10 AM to 10 PM","Wednesday","10 AM to 10 PM","Thursday","10 AM to 10 PM","Friday","10 AM to 10 PM","Saturday","10 AM to 10 PM","Sunday","10 AM to 10 PM","false","+20 12 79416951","+201279416951","ChIJFwrl6cUVSRQRCTbPqMOGRxI",,,"3","421","2025-02-21T07:11:59.516Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.65577218313057,16z?hl=en","restaurants in luxor egypt","Luxor Governorate",,"مطعم قصر الواحة","false","Oasis Palace","4.5","https://www.google.com/maps/search/?api=1&query=Oasis%20Palace&query_place_id=ChIJFwrl6cUVSRQRCTbPqMOGRxI",
"true",,,,"true",,,,"true",,,,"true",,,"true",,,"true",,,"true","true",,,,,,,"true",,"true","true",,"true",,,"true",,"true","true",,"true","true",,,"true",,,,,,"true",,,,"true","true",,"true",,,"true",,"true",,"true",,,,,"true",,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,"true",,,"true",,,"true",,"true",,,"true",,,"true","true","true",,,"true",,"true",,,"true",,,,,,,"true",,"true",,,,,,,,"true",,,,,"true",,,,,"true","true",,,"El-Sayed Youssef, Karnak, Luxor, Luxor Governorate 85953, Egypt","Restaurant",,,,,,,"Restaurant",,,"14001211398922193855","Luxor","false","EG","0x14491529703cb853:0xc24e4b95f1e84bbf",,,"https://lh5.googleusercontent.com/p/AF1QipNu2ceHRqzUbwyMeuRNOA0eE2C74cGusS5aURdO=w408-h352-k-no","115","false","/g/11vx1k8nkz","25.7109406","32.6480728","Karnak","Monday","10 AM to 1 AM","Tuesday","10 AM to 1 AM","Wednesday","10 AM to 1 AM","Thursday","10 AM to 1 AM","Friday","9 AM to 1 AM","Saturday","10 AM to 1 AM","Sunday","10 AM to 1 AM","false","+20 15 07382515","+201507382515","ChIJU7g8cCkVSRQRv0vo8ZVLTsI","85953",,"4","212","2025-02-21T07:11:59.517Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.65577218313057,16z?hl=en","restaurants in luxor egypt","Luxor Governorate","El-Sayed Youssef",,"false","Qasr el neel restaurant","4.8","https://www.google.com/maps/search/?api=1&query=Qasr%20el%20neel%20restaurant&query_place_id=ChIJU7g8cCkVSRQRv0vo8ZVLTsI",
,,"true",,,,,"true",,,,,,,,,"true",,,"true",,,,"true",,,"true","true",,"true",,"true","true",,,"true",,,,,,"true",,"true",,,"true",,,,,,"true",,,,"true","true",,,"true",,,"true",,,"true",,,,"true",,,,"true",,,"true",,"true",,,,,,,"true",,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,"true",,,"true",,,"true",,,,,,,,"true",,,,"true",,,,,,,,,"true",,"true","true",,,,,,,,,,,,"true","true",,,"true",,,"true",,,,,,,,,"true",,"true",,,,,,,,,,,,,,,"طريق تمثالين، ممنون, Luxor Governorate, Egypt","Restaurant",,,,,,,"Restaurant",,,"14694721918861520612","Al Qarna","false","EG","0x1449179b76de5e4f:0xcbee23baaee32ee4",,,"https://lh5.googleusercontent.com/p/AF1QipM1QsyGxU6Xxm6YfqeXillEu6nMJbTP-7yinTXL=w408-h306-k-no","989","false","/g/11h5n7phpz","25.7182767","32.6147651","Al Bairat","Monday","5 AM to 11:30 PM","Tuesday","5 AM to 11:30 PM","Wednesday","5 AM to 11:30 PM","Thursday","5 AM to 11:30 PM","Friday","5 AM to 11:30 PM","Saturday","5 AM to 11:30 PM","Sunday","5 AM to 11:30 PM","false","+20 10 92416942","+201092416942","ChIJT17edpsXSRQR5C7jrroj7ss",,,"1","844","2025-02-21T07:11:59.653Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.60425508434712,16z?hl=en","restaurants in luxor egypt","Luxor Governorate","طريق تمثالين، ممنون",,"false","Restaurant Paris","4.4","https://www.google.com/maps/search/?api=1&query=Restaurant%20Paris&query_place_id=ChIJT17edpsXSRQR5C7jrroj7ss",
,"true",,,,"true",,,,"true",,,,"true",,,,"true",,,"true",,,,"true","true",,,,"true",,"true","true",,,"true",,,"true",,"true",,"true","true",,,"true",,,,,,"true",,,,"true","true",,,"true",,,"true",,,"true",,,,,"true",,,,"true",,,"true",,"true",,,,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,"true",,,,,"true",,"true",,,"true",,"true",,,,,,,,,"true","true",,,"true",,"true",,,,,,,,"true",,,"true",,,,,,,,,"true","true",,,,,,"كورنيش النيل -بالقرب من بنك اسكندرية, Luxor, Luxor Governorate 85951, Egypt","Restaurant","Cafe","Takeout Restaurant","Native American restaurant",,,,"Restaurant",,,"13752538219739515454","Luxor","false","EG","0x14491561d64c09f7:0xbedad4a5938e8a3e",,,"https://lh5.googleusercontent.com/p/AF1QipM4YcqRcUJyQXQBl5Q3Q4T0YE-dZOeTZsu3Q4xH=w408-h268-k-no","67","false","/g/11ldnpbtxb","25.7074942","32.6438192","Luxor City","Monday","9 AM to 2 AM","Tuesday","9 AM to 2 AM","Wednesday","9 AM to 2 AM","Thursday","9 AM to 2 AM","Friday","9 AM to 2 AM","Saturday","9 AM to 2 AM","Sunday","9 AM to 2 AM","false","+20 15 57153168","+201557153168","ChIJ9wlM1mEVSRQRPoqOk6XU2r4","85951","E£100–200","5","85","2025-02-21T07:11:59.517Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.65577218313057,16z?hl=en","restaurants in luxor egypt","Luxor Governorate","كورنيش النيل -بالقرب من بنك اسكندرية",,"false","Kaya Restoz","4.4","https://www.google.com/maps/search/?api=1&query=Kaya%20Restoz&query_place_id=ChIJ9wlM1mEVSRQRPoqOk6XU2r4",
,"true",,,,"true",,,,"true",,,,"true",,,"true",,,"true",,,,"true",,,"true","true",,"true",,"true","true",,,,"true",,,,"true",,"true","true",,,"true",,,,,,"true",,,,"true","true",,,"true",,,"true",,"true","true",,,,,"true",,,,"true",,,"true",,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,"true",,"true",,,"true","true",,,"true",,,,,"true",,,,,"true",,"true",,,,,"true",,,,,,,,,"true",,"true",,,,,,,,,,,"Unnamed Road, Al Bairat, Luxor, Luxor Governorate 85958, Egypt","Restaurant","Breakfast restaurant","Cafe","Diner","Fruit parlor","Fusion restaurant","Tourist information center","Restaurant",,,"3155447942110054485","Luxor","false","EG","0x1449164234d309bb:0x2bca672f60b50855",,,"https://lh5.googleusercontent.com/p/AF1QipNzKyubCU1j5kjF3C9QSg7GS7W9ZJOgm7_84qq8=w493-h240-k-no","1419","false","/g/11c6cfcb8y","25.7181728","32.6023286","Al Bairat","Monday","6 AM to 8 PM","Tuesday","6 AM to 8 PM","Wednesday","6 AM to 8 PM","Thursday","6 AM to 8 PM","Friday","6 AM to 8 PM","Saturday","6 AM to 8 PM","Sunday","6 AM to 8 PM","false","+20 10 32248447","+201032248447","ChIJuwnTNEIWSRQRVQi1YC9nyis","85958","E£100–200","2","330","2025-02-21T07:11:59.653Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.60425508434712,16z?hl=en","restaurants in luxor egypt","Luxor Governorate","Unnamed Road",,"false","Café & Restaurant Maratonga - Medinet Habu, Luxor","4.7","https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20%26%20Restaurant%20Maratonga%20-%20Medinet%20Habu%2C%20Luxor&query_place_id=ChIJuwnTNEIWSRQRVQi1YC9nyis","https://caferestaurantmaratonga.wordpress.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PJ2V+WP2, Abd El-Hameed Taha, Luxor City, Luxor, Luxor Governorate 1362514, Egypt","Restaurant",,,,,,,"Restaurant",,,"8577896445131181772","Luxor","true","EG","0x14491500108c8f25:0x770acf5e84214ecc",,,"https://lh5.googleusercontent.com/p/AF1QipM_dtgQGf4xhzzAwhMPwvkbuBxnY1R8UHiM24CZ=w408-h544-k-no","21","false","/g/11w_j8tt7k","25.7022321","32.6442485","Luxor City","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+20 10 28279165","+201028279165","ChIJJY-MEAAVSRQRzE4hhF7PCnc","1362514",,"6","39","2025-02-21T07:11:59.517Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.65577218313057,16z?hl=en","restaurants in luxor egypt","Luxor Governorate","PJ2V+WP2, Abd El-Hameed Taha","مطعم ام هاشم الرئيسي القديم","false","Oum Hashem Old Main Restaurant","4.9","https://www.google.com/maps/search/?api=1&query=Oum%20Hashem%20Old%20Main%20Restaurant&query_place_id=ChIJJY-MEAAVSRQRzE4hhF7PCnc",
,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,"true","true",,,,,,,,,"true",,,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PJ92+6XV, Al Bairat, Luxor, Luxor Governorate 1340560, Egypt","Restaurant",,,,,,,"Restaurant",,,"9084810562850135290","Luxor","true","EG","0x14491730491ecc3d:0x7e13bb12d2661cfa",,,"https://lh5.googleusercontent.com/p/AF1QipPofIZeVKSfR0D7HNYQYqzEEENcpiCUTbDbsTC1=w408-h306-k-no","42","false","/g/11j36r6sbt","25.7181033","32.6024209","Al Bairat",,,,,,,,,,,,,,,"false","+20 12 85999500","+201285999500","ChIJPcweSTAXSRQR-hxm0hK7E34",,"E£200–300","3","28","2025-02-21T07:11:59.653Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.60425508434712,16z?hl=en","restaurants in luxor egypt","Luxor Governorate","PJ92+6XV",,"false","Belzoni Alaa El Din","4.8","https://www.google.com/maps/search/?api=1&query=Belzoni%20Alaa%20El%20Din&query_place_id=ChIJPcweSTAXSRQR-hxm0hK7E34",
,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,"true","true",,,,,,,,"true",,"true","true",,,"true",,,,,,"true",,,,"true","true",,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,"true",,,,,,,,,"true",,"true",,,,,,,,,,,"The Conference Center, El Kornish, Karnak, Luxor, Luxor Governorate 1362602, Egypt","Restaurant",,,,,,,"Restaurant",,,"3238710370501150096","Luxor","false","EG","0x144915f1a7fa750b:0x2cf235ec2c184590",,,"https://lh5.googleusercontent.com/p/AF1QipM0v_K9MBns_3apGYJwGM2fk1QJSJVOaVEHFJnq=w426-h240-k-no","71","false","/g/11vpv234td","25.7114623","32.6463331","Karnak","Monday","8 AM to 2 AM","Tuesday","8 AM to 2 AM","Wednesday","8 AM to 2 AM","Thursday","8 AM to 2 AM","Friday","8 AM to 2 AM","Saturday","8 AM to 2 AM","Sunday","8 AM to 2 AM","false","+20 10 50223223","+201050223223","ChIJC3X6p_EVSRQRkEUYLOw18iw",,"E£100–200","7","27","2025-02-21T07:11:59.517Z","https://www.google.com/maps/search/restaurants%20in%20luxor%20egypt/@25.709835595960936,32.65577218313057,16z?hl=en","restaurants in luxor egypt","Luxor Governorate","The Conference Center, El Kornish",,"false","Bab Sharq Luxor","4.4","https://www.google.com/maps/search/?api=1&query=Bab%20Sharq%20Luxor&query_place_id=ChIJC3X6p_EVSRQRkEUYLOw18iw",
